county,precinct,office,district,party,candidate,votes
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Cast Votes,904
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Undervotes,20
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Absentee,429
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Election,495
Livingston,"Genoa Charter Township,Precinct 7",Attorney General,,,Total,924
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,DEM,Dana Nessel,432
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,REP,Matthew DePerno,626
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,LIB,Joseph W. McHugh Jr.,13
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,UST,Gerald T. Van Sickle,2
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Cast Votes,1073
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Undervotes,28
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Rejected,1
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Absentee,601
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Election,501
Livingston,"Genoa Charter Township,Precinct 8",Attorney General,,,Total,1102
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,DEM,Dana Nessel,432
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,REP,Matthew DePerno,563
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,LIB,Joseph W. McHugh Jr.,19
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Cast Votes,1020
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Undervotes,40
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Overvotes,1
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Rejected,2
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Absentee,509
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Election,554
Livingston,"Genoa Charter Township,Precinct 9",Attorney General,,,Total,1063
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,DEM,Dana Nessel,425
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,REP,Matthew DePerno,691
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,LIB,Joseph W. McHugh Jr.,16
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Cast Votes,1138
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Undervotes,22
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Absentee,568
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Election,592
Livingston,"Genoa Charter Township,Precinct 10",Attorney General,,,Total,1160
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,DEM,Dana Nessel,210
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,REP,Matthew DePerno,271
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,LIB,Joseph W. McHugh Jr.,6
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,UST,Gerald T. Van Sickle,3
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Cast Votes,490
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Undervotes,8
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Absentee,203
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Election,295
Livingston,"Genoa Charter Township,Precinct 11",Attorney General,,,Total,498
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,DEM,Dana Nessel,216
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,REP,Matthew DePerno,250
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,LIB,Joseph W. McHugh Jr.,14
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Cast Votes,490
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Undervotes,11
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Absentee,223
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Election,278
Livingston,"Genoa Charter Township,Precinct 12",Attorney General,,,Total,501
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,DEM,Dana Nessel,620
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,REP,Matthew DePerno,787
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,9
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Cast Votes,1439
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Undervotes,35
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Absentee,672
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Election,803
Livingston,"Green Oak Charter Township,Precinct 1",Attorney General,,,Total,1475
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,DEM,Dana Nessel,510
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,REP,Matthew DePerno,542
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,9
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Cast Votes,1079
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Undervotes,35
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Overvotes,1
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Absentee,392
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Election,724
Livingston,"Green Oak Charter Township,Precinct 2",Attorney General,,,Total,1116
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,DEM,Dana Nessel,671
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,REP,Matthew DePerno,691
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,12
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Cast Votes,1397
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Undervotes,35
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Overvotes,1
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Absentee,609
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Election,825
Livingston,"Green Oak Charter Township,Precinct 3",Attorney General,,,Total,1434
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,DEM,Dana Nessel,661
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,REP,Matthew DePerno,872
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,26
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Cast Votes,1569
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Undervotes,52
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Absentee,734
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Election,887
Livingston,"Green Oak Charter Township,Precinct 4",Attorney General,,,Total,1621
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,DEM,Dana Nessel,585
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,REP,Matthew DePerno,758
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,LIB,Joseph W. McHugh Jr.,17
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,UST,Gerald T. Van Sickle,1
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Cast Votes,1361
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Undervotes,36
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Rejected,3
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Absentee,694
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Election,706
Livingston,"Green Oak Charter Township,Precinct 5",Attorney General,,,Total,1400
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,DEM,Dana Nessel,655
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,REP,Matthew DePerno,791
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,LIB,Joseph W. McHugh Jr.,36
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,UST,Gerald T. Van Sickle,2
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Cast Votes,1484
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Undervotes,62
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Absentee,784
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Election,762
Livingston,"Green Oak Charter Township,Precinct 6",Attorney General,,,Total,1546
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,DEM,Dana Nessel,305
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,REP,Matthew DePerno,354
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Cast Votes,683
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Undervotes,20
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Absentee,308
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Election,395
Livingston,"Green Oak Charter Township,Precinct 7",Attorney General,,,Total,703
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,DEM,Dana Nessel,607
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,REP,Matthew DePerno,692
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,LIB,Joseph W. McHugh Jr.,26
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,UST,Gerald T. Van Sickle,3
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Cast Votes,1328
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Undervotes,40
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Absentee,585
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Election,784
Livingston,"Green Oak Charter Township,Precinct 8",Attorney General,,,Total,1369
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,DEM,Dana Nessel,361
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,REP,Matthew DePerno,471
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,LIB,Joseph W. McHugh Jr.,16
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Cast Votes,853
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Undervotes,18
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Absentee,429
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Election,442
Livingston,"Green Oak Charter Township,Precinct 9",Attorney General,,,Total,871
Livingston,"Hamburg Township, Precinct1",Attorney General,,DEM,Dana Nessel,1001
Livingston,"Hamburg Township, Precinct1",Attorney General,,REP,Matthew DePerno,1116
Livingston,"Hamburg Township, Precinct1",Attorney General,,LIB,Joseph W. McHugh Jr.,32
Livingston,"Hamburg Township, Precinct1",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Cast Votes,2154
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Undervotes,72
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Rejected,2
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Absentee,1194
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Election,1034
Livingston,"Hamburg Township, Precinct1",Attorney General,,,Total,2228
Livingston,"Hamburg Township, Precinct2",Attorney General,,DEM,Dana Nessel,811
Livingston,"Hamburg Township, Precinct2",Attorney General,,REP,Matthew DePerno,775
Livingston,"Hamburg Township, Precinct2",Attorney General,,LIB,Joseph W. McHugh Jr.,29
Livingston,"Hamburg Township, Precinct2",Attorney General,,UST,Gerald T. Van Sickle,2
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Cast Votes,1617
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Undervotes,57
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Rejected,0
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Absentee,748
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Election,926
Livingston,"Hamburg Township, Precinct2",Attorney General,,,Total,1674
Livingston,"Hamburg Township, Precinct3",Attorney General,,DEM,Dana Nessel,845
Livingston,"Hamburg Township, Precinct3",Attorney General,,REP,Matthew DePerno,965
Livingston,"Hamburg Township, Precinct3",Attorney General,,LIB,Joseph W. McHugh Jr.,28
Livingston,"Hamburg Township, Precinct3",Attorney General,,UST,Gerald T. Van Sickle,12
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Cast Votes,1850
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Undervotes,73
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Rejected,1
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Absentee,990
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Election,934
Livingston,"Hamburg Township, Precinct3",Attorney General,,,Total,1924
Livingston,"Hamburg Township, Precinct4",Attorney General,,DEM,Dana Nessel,858
Livingston,"Hamburg Township, Precinct4",Attorney General,,REP,Matthew DePerno,813
Livingston,"Hamburg Township, Precinct4",Attorney General,,LIB,Joseph W. McHugh Jr.,40
Livingston,"Hamburg Township, Precinct4",Attorney General,,UST,Gerald T. Van Sickle,7
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Cast Votes,1718
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Undervotes,43
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Rejected,0
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Absentee,899
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Election,862
Livingston,"Hamburg Township, Precinct4",Attorney General,,,Total,1761
Livingston,"Hamburg Township, Precinct5",Attorney General,,DEM,Dana Nessel,694
Livingston,"Hamburg Township, Precinct5",Attorney General,,REP,Matthew DePerno,679
Livingston,"Hamburg Township, Precinct5",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Hamburg Township, Precinct5",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Cast Votes,1406
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Undervotes,28
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Rejected,1
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Absentee,675
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Election,760
Livingston,"Hamburg Township, Precinct5",Attorney General,,,Total,1435
Livingston,"Hamburg Township, Precinct6",Attorney General,,DEM,Dana Nessel,977
Livingston,"Hamburg Township, Precinct6",Attorney General,,REP,Matthew DePerno,961
Livingston,"Hamburg Township, Precinct6",Attorney General,,LIB,Joseph W. McHugh Jr.,22
Livingston,"Hamburg Township, Precinct6",Attorney General,,UST,Gerald T. Van Sickle,9
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Cast Votes,1969
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Undervotes,60
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Rejected,1
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Absentee,1124
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Election,906
Livingston,"Hamburg Township, Precinct6",Attorney General,,,Total,2030
Livingston,"Hamburg Township, Precinct7",Attorney General,,DEM,Dana Nessel,588
Livingston,"Hamburg Township, Precinct7",Attorney General,,REP,Matthew DePerno,576
Livingston,"Hamburg Township, Precinct7",Attorney General,,LIB,Joseph W. McHugh Jr.,26
Livingston,"Hamburg Township, Precinct7",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Cast Votes,1195
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Undervotes,24
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Rejected,1
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Absentee,576
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Election,644
Livingston,"Hamburg Township, Precinct7",Attorney General,,,Total,1220
Livingston,"Hamburg Township, Precinct8",Attorney General,,DEM,Dana Nessel,485
Livingston,"Hamburg Township, Precinct8",Attorney General,,REP,Matthew DePerno,461
Livingston,"Hamburg Township, Precinct8",Attorney General,,LIB,Joseph W. McHugh Jr.,17
Livingston,"Hamburg Township, Precinct8",Attorney General,,UST,Gerald T. Van Sickle,4
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Cast Votes,967
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Undervotes,31
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Overvotes,0
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Rejected,0
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Unassigned,0
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Absentee,425
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Election,573
Livingston,"Hamburg Township, Precinct8",Attorney General,,,Total,998
Livingston,"Handy Township, Precinct 1",Attorney General,,DEM,Dana Nessel,417
Livingston,"Handy Township, Precinct 1",Attorney General,,REP,Matthew DePerno,669
Livingston,"Handy Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,17
Livingston,"Handy Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Handy Township, Precinct 1",Attorney General,,,Cast Votes,1113
Livingston,"Handy Township, Precinct 1",Attorney General,,,Undervotes,33
Livingston,"Handy Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Handy Township, Precinct 1",Attorney General,,,Rejected,1
Livingston,"Handy Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Handy Township, Precinct 1",Attorney General,,,Absentee,359
Livingston,"Handy Township, Precinct 1",Attorney General,,,Election,788
Livingston,"Handy Township, Precinct 1",Attorney General,,,Total,1147
Livingston,"Handy Township, Precinct 2",Attorney General,,DEM,Dana Nessel,421
Livingston,"Handy Township, Precinct 2",Attorney General,,REP,Matthew DePerno,589
Livingston,"Handy Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,26
Livingston,"Handy Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,18
Livingston,"Handy Township, Precinct 2",Attorney General,,,Cast Votes,1054
Livingston,"Handy Township, Precinct 2",Attorney General,,,Undervotes,51
Livingston,"Handy Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Handy Township, Precinct 2",Attorney General,,,Rejected,2
Livingston,"Handy Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Handy Township, Precinct 2",Attorney General,,,Absentee,382
Livingston,"Handy Township, Precinct 2",Attorney General,,,Election,725
Livingston,"Handy Township, Precinct 2",Attorney General,,,Total,1107
Livingston,"Handy Township, Precinct 3",Attorney General,,DEM,Dana Nessel,507
Livingston,"Handy Township, Precinct 3",Attorney General,,REP,Matthew DePerno,996
Livingston,"Handy Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,22
Livingston,"Handy Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,16
Livingston,"Handy Township, Precinct 3",Attorney General,,,Cast Votes,1541
Livingston,"Handy Township, Precinct 3",Attorney General,,,Undervotes,33
Livingston,"Handy Township, Precinct 3",Attorney General,,,Overvotes,0
Livingston,"Handy Township, Precinct 3",Attorney General,,,Rejected,0
Livingston,"Handy Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Handy Township, Precinct 3",Attorney General,,,Absentee,496
Livingston,"Handy Township, Precinct 3",Attorney General,,,Election,1078
Livingston,"Handy Township, Precinct 3",Attorney General,,,Total,1574
Livingston,"Hartland Township, Precinct 1",Attorney General,,DEM,Dana Nessel,666
Livingston,"Hartland Township, Precinct 1",Attorney General,,REP,Matthew DePerno,993
Livingston,"Hartland Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,21
Livingston,"Hartland Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Cast Votes,1685
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Undervotes,51
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Overvotes,2
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Rejected,1
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Absentee,835
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Election,904
