county,precinct,office,district,party,candidate,votes
Livingston,"Hartland Township, Precinct 1",Attorney General,,,Total,1739
Livingston,"Hartland Township, Precinct 2",Attorney General,,DEM,Dana Nessel,696
Livingston,"Hartland Township, Precinct 2",Attorney General,,REP,Matthew DePerno,964
Livingston,"Hartland Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,29
Livingston,"Hartland Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Cast Votes,1699
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Undervotes,53
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Overvotes,1
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Rejected,4
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Absentee,704
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Election,1053
Livingston,"Hartland Township, Precinct 2",Attorney General,,,Total,1757
Livingston,"Hartland Township, Precinct 3",Attorney General,,DEM,Dana Nessel,733
Livingston,"Hartland Township, Precinct 3",Attorney General,,REP,Matthew DePerno,1095
Livingston,"Hartland Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,34
Livingston,"Hartland Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,15
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Cast Votes,1877
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Undervotes,43
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Overvotes,0
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Rejected,1
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Absentee,918
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Election,1003
Livingston,"Hartland Township, Precinct 3",Attorney General,,,Total,1921
Livingston,"Hartland Township, Precinct 4",Attorney General,,DEM,Dana Nessel,665
Livingston,"Hartland Township, Precinct 4",Attorney General,,REP,Matthew DePerno,1064
Livingston,"Hartland Township, Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,33
Livingston,"Hartland Township, Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,4
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Cast Votes,1766
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Undervotes,47
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Rejected,1
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Absentee,812
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Election,1002
Livingston,"Hartland Township, Precinct 4",Attorney General,,,Total,1814
Livingston,"Hartland Township, Precinct 5",Attorney General,,DEM,Dana Nessel,493
Livingston,"Hartland Township, Precinct 5",Attorney General,,REP,Matthew DePerno,718
Livingston,"Hartland Township, Precinct 5",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Hartland Township, Precinct 5",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Cast Votes,1240
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Undervotes,36
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Overvotes,1
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Rejected,3
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Unassigned,0
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Absentee,548
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Election,732
Livingston,"Hartland Township, Precinct 5",Attorney General,,,Total,1280
Livingston,"Howell Township, Precinct 1",Attorney General,,DEM,Dana Nessel,566
Livingston,"Howell Township, Precinct 1",Attorney General,,REP,Matthew DePerno,771
Livingston,"Howell Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,17
Livingston,"Howell Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,11
Livingston,"Howell Township, Precinct 1",Attorney General,,,Cast Votes,1365
Livingston,"Howell Township, Precinct 1",Attorney General,,,Undervotes,39
Livingston,"Howell Township, Precinct 1",Attorney General,,,Overvotes,2
Livingston,"Howell Township, Precinct 1",Attorney General,,,Rejected,1
Livingston,"Howell Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Howell Township, Precinct 1",Attorney General,,,Absentee,554
Livingston,"Howell Township, Precinct 1",Attorney General,,,Election,853
Livingston,"Howell Township, Precinct 1",Attorney General,,,Total,1407
Livingston,"Howell Township, Precinct 2",Attorney General,,DEM,Dana Nessel,547
Livingston,"Howell Township, Precinct 2",Attorney General,,REP,Matthew DePerno,896
Livingston,"Howell Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,36
Livingston,"Howell Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,13
Livingston,"Howell Township, Precinct 2",Attorney General,,,Cast Votes,1492
Livingston,"Howell Township, Precinct 2",Attorney General,,,Undervotes,42
Livingston,"Howell Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Howell Township, Precinct 2",Attorney General,,,Rejected,0
Livingston,"Howell Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Howell Township, Precinct 2",Attorney General,,,Absentee,563
Livingston,"Howell Township, Precinct 2",Attorney General,,,Election,971
Livingston,"Howell Township, Precinct 2",Attorney General,,,Total,1534
Livingston,"Howell Township, Precinct 3",Attorney General,,DEM,Dana Nessel,412
Livingston,"Howell Township, Precinct 3",Attorney General,,REP,Matthew DePerno,623
Livingston,"Howell Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Howell Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Howell Township, Precinct 3",Attorney General,,,Cast Votes,1058
Livingston,"Howell Township, Precinct 3",Attorney General,,,Undervotes,28
Livingston,"Howell Township, Precinct 3",Attorney General,,,Overvotes,1
Livingston,"Howell Township, Precinct 3",Attorney General,,,Rejected,0
Livingston,"Howell Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Howell Township, Precinct 3",Attorney General,,,Absentee,467
Livingston,"Howell Township, Precinct 3",Attorney General,,,Election,620
Livingston,"Howell Township, Precinct 3",Attorney General,,,Total,1087
Livingston,"Iosco Township, Precinct 1",Attorney General,,DEM,Dana Nessel,259
Livingston,"Iosco Township, Precinct 1",Attorney General,,REP,Matthew DePerno,556
Livingston,"Iosco Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,10
Livingston,"Iosco Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,13
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Cast Votes,838
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Undervotes,40
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Rejected,3
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Absentee,266
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Election,615
Livingston,"Iosco Township, Precinct 1",Attorney General,,,Total,881
Livingston,"Iosco Township, Precinct 2",Attorney General,,DEM,Dana Nessel,360
Livingston,"Iosco Township, Precinct 2",Attorney General,,REP,Matthew DePerno,728
Livingston,"Iosco Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Iosco Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,11
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Cast Votes,1117
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Undervotes,29
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Rejected,0
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Absentee,339
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Election,807
Livingston,"Iosco Township, Precinct 2",Attorney General,,,Total,1146
Livingston,"Marion Township, Precinct 1",Attorney General,,DEM,Dana Nessel,561
Livingston,"Marion Township, Precinct 1",Attorney General,,REP,Matthew DePerno,1034
Livingston,"Marion Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Marion Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,2
Livingston,"Marion Township, Precinct 1",Attorney General,,,Cast Votes,1620
Livingston,"Marion Township, Precinct 1",Attorney General,,,Undervotes,45
Livingston,"Marion Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Marion Township, Precinct 1",Attorney General,,,Rejected,0
Livingston,"Marion Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Marion Township, Precinct 1",Attorney General,,,Absentee,700
Livingston,"Marion Township, Precinct 1",Attorney General,,,Election,965
Livingston,"Marion Township, Precinct 1",Attorney General,,,Total,1665
Livingston,"Marion Township, Precinct 2",Attorney General,,DEM,Dana Nessel,748
Livingston,"Marion Township, Precinct 2",Attorney General,,REP,Matthew DePerno,1129
Livingston,"Marion Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,44
Livingston,"Marion Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Marion Township, Precinct 2",Attorney General,,,Cast Votes,1927
Livingston,"Marion Township, Precinct 2",Attorney General,,,Undervotes,51
Livingston,"Marion Township, Precinct 2",Attorney General,,,Overvotes,1
Livingston,"Marion Township, Precinct 2",Attorney General,,,Rejected,3
Livingston,"Marion Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Marion Township, Precinct 2",Attorney General,,,Absentee,867
Livingston,"Marion Township, Precinct 2",Attorney General,,,Election,1115
Livingston,"Marion Township, Precinct 2",Attorney General,,,Total,1982
Livingston,"Marion Township, Precinct 3",Attorney General,,DEM,Dana Nessel,519
Livingston,"Marion Township, Precinct 3",Attorney General,,REP,Matthew DePerno,813
Livingston,"Marion Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,11
Livingston,"Marion Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,9
Livingston,"Marion Township, Precinct 3",Attorney General,,,Cast Votes,1352
Livingston,"Marion Township, Precinct 3",Attorney General,,,Undervotes,37
Livingston,"Marion Township, Precinct 3",Attorney General,,,Overvotes,0
Livingston,"Marion Township, Precinct 3",Attorney General,,,Rejected,0
Livingston,"Marion Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Marion Township, Precinct 3",Attorney General,,,Absentee,608
Livingston,"Marion Township, Precinct 3",Attorney General,,,Election,781
Livingston,"Marion Township, Precinct 3",Attorney General,,,Total,1389
Livingston,"Marion Township, Precinct 4",Attorney General,,DEM,Dana Nessel,548
Livingston,"Marion Township, Precinct 4",Attorney General,,REP,Matthew DePerno,1208
Livingston,"Marion Township, Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,23
Livingston,"Marion Township, Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,11
Livingston,"Marion Township, Precinct 4",Attorney General,,,Cast Votes,1790
Livingston,"Marion Township, Precinct 4",Attorney General,,,Undervotes,42
Livingston,"Marion Township, Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Marion Township, Precinct 4",Attorney General,,,Rejected,0
Livingston,"Marion Township, Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Marion Township, Precinct 4",Attorney General,,,Absentee,798
Livingston,"Marion Township, Precinct 4",Attorney General,,,Election,1034
Livingston,"Marion Township, Precinct 4",Attorney General,,,Total,1832
Livingston,"Oceola Township, Precinct 1",Attorney General,,DEM,Dana Nessel,584
Livingston,"Oceola Township, Precinct 1",Attorney General,,REP,Matthew DePerno,960
Livingston,"Oceola Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Oceola Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,14
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Cast Votes,1576
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Undervotes,39
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Rejected,0
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Absentee,703
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Election,912
Livingston,"Oceola Township, Precinct 1",Attorney General,,,Total,1615
Livingston,"Oceola Township, Precinct 2",Attorney General,,DEM,Dana Nessel,771
Livingston,"Oceola Township, Precinct 2",Attorney General,,REP,Matthew DePerno,909
Livingston,"Oceola Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,29
Livingston,"Oceola Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Cast Votes,1714
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Undervotes,55
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Rejected,3
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Absentee,777
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Election,995
Livingston,"Oceola Township, Precinct 2",Attorney General,,,Total,1772
Livingston,"Oceola Township, Precinct 3",Attorney General,,DEM,Dana Nessel,294
Livingston,"Oceola Township, Precinct 3",Attorney General,,REP,Matthew DePerno,604
Livingston,"Oceola Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,20
Livingston,"Oceola Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,7
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Cast Votes,925
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Undervotes,19
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Overvotes,1
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Rejected,0
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Absentee,407
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Election,538
Livingston,"Oceola Township, Precinct 3",Attorney General,,,Total,945
Livingston,"Oceola Township, Precinct 4",Attorney General,,DEM,Dana Nessel,445
Livingston,"Oceola Township, Precinct 4",Attorney General,,REP,Matthew DePerno,830
Livingston,"Oceola Township, Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,22
Livingston,"Oceola Township, Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,8
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Cast Votes,1305
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Undervotes,43
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Rejected,0
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Absentee,541
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Election,807
Livingston,"Oceola Township, Precinct 4",Attorney General,,,Total,1348
Livingston,"Oceola Township, Precinct 5",Attorney General,,DEM,Dana Nessel,461
Livingston,"Oceola Township, Precinct 5",Attorney General,,REP,Matthew DePerno,686
Livingston,"Oceola Township, Precinct 5",Attorney General,,LIB,Joseph W. McHugh Jr.,14
Livingston,"Oceola Township, Precinct 5",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Cast Votes,1166
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Undervotes,41
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Overvotes,0
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Rejected,0
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Absentee,674
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Election,533
Livingston,"Oceola Township, Precinct 5",Attorney General,,,Total,1207
Livingston,"Oceola Township, Precinct 6",Attorney General,,DEM,Dana Nessel,428
Livingston,"Oceola Township, Precinct 6",Attorney General,,REP,Matthew DePerno,710
Livingston,"Oceola Township, Precinct 6",Attorney General,,LIB,Joseph W. McHugh Jr.,14
Livingston,"Oceola Township, Precinct 6",Attorney General,,UST,Gerald T. Van Sickle,8
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Cast Votes,1160
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Undervotes,41
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Overvotes,1
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Rejected,0
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Unassigned,0
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Absentee,471
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Election,731
Livingston,"Oceola Township, Precinct 6",Attorney General,,,Total,1202
Livingston,"Putnam Township, Precinct 1",Attorney General,,DEM,Dana Nessel,475
Livingston,"Putnam Township, Precinct 1",Attorney General,,REP,Matthew DePerno,497
Livingston,"Putnam Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,16
Livingston,"Putnam Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,8
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Cast Votes,996
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Undervotes,25
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Rejected,0
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Absentee,482
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Election,539
Livingston,"Putnam Township, Precinct 1",Attorney General,,,Total,1021
Livingston,"Putnam Township, Precinct 2",Attorney General,,DEM,Dana Nessel,526
Livingston,"Putnam Township, Precinct 2",Attorney General,,REP,Matthew DePerno,817
Livingston,"Putnam Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,40
Livingston,"Putnam Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Cast Votes,1393
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Undervotes,39
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Rejected,0
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Absentee,688
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Election,744
Livingston,"Putnam Township, Precinct 2",Attorney General,,,Total,1432
Livingston,"Putnam Township, Precinct 3",Attorney General,,DEM,Dana Nessel,548
Livingston,"Putnam Township, Precinct 3",Attorney General,,REP,Matthew DePerno,558
Livingston,"Putnam Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,26
Livingston,"Putnam Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,8
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Cast Votes,1140
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Undervotes,33
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Overvotes,1
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Rejected,2
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Absentee,497
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Election,679
Livingston,"Putnam Township, Precinct 3",Attorney General,,,Total,1176
Livingston,"Putnam Township, Precinct 4",Attorney General,,DEM,Dana Nessel,400
Livingston,"Putnam Township, Precinct 4",Attorney General,,REP,Matthew DePerno,536
Livingston,"Putnam Township, Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,9
Livingston,"Putnam Township, Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,5
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Cast Votes,950
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Undervotes,24
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Rejected,0
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Absentee,457
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Election,517
Livingston,"Putnam Township, Precinct 4",Attorney General,,,Total,974
Livingston,"Tyrone Township, Precinct 1",Attorney General,,DEM,Dana Nessel,607
Livingston,"Tyrone Township, Precinct 1",Attorney General,,REP,Matthew DePerno,814
Livingston,"Tyrone Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,21
Livingston,"Tyrone Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,9
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Cast Votes,1451
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Undervotes,57
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Rejected,0
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Absentee,732
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Election,776
Livingston,"Tyrone Township, Precinct 1",Attorney General,,,Total,1508
Livingston,"Tyrone Township, Precinct 2",Attorney General,,DEM,Dana Nessel,687
Livingston,"Tyrone Township, Precinct 2",Attorney General,,REP,Matthew DePerno,975
Livingston,"Tyrone Township, Precinct 2",Attorney General,,LIB,Joseph W. McHugh Jr.,18
Livingston,"Tyrone Township, Precinct 2",Attorney General,,UST,Gerald T. Van Sickle,10
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Cast Votes,1690
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Undervotes,59
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Overvotes,0
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Rejected,1
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Unassigned,0
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Absentee,820
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Election,930
Livingston,"Tyrone Township, Precinct 2",Attorney General,,,Total,1750
Livingston,"Tyrone Township, Precinct 3",Attorney General,,DEM,Dana Nessel,605
Livingston,"Tyrone Township, Precinct 3",Attorney General,,REP,Matthew DePerno,1032
Livingston,"Tyrone Township, Precinct 3",Attorney General,,LIB,Joseph W. McHugh Jr.,30
Livingston,"Tyrone Township, Precinct 3",Attorney General,,UST,Gerald T. Van Sickle,6
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Cast Votes,1673
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Undervotes,39
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Overvotes,0
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Rejected,0
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Unassigned,0
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Absentee,715
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Election,997
Livingston,"Tyrone Township, Precinct 3",Attorney General,,,Total,1712
Livingston,"Tyrone Township, Precinct 4",Attorney General,,DEM,Dana Nessel,513
Livingston,"Tyrone Township, Precinct 4",Attorney General,,REP,Matthew DePerno,918
Livingston,"Tyrone Township, Precinct 4",Attorney General,,LIB,Joseph W. McHugh Jr.,34
Livingston,"Tyrone Township, Precinct 4",Attorney General,,UST,Gerald T. Van Sickle,8
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Cast Votes,1473
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Undervotes,37
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Overvotes,0
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Rejected,0
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Unassigned,0
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Absentee,551
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Election,959
Livingston,"Tyrone Township, Precinct 4",Attorney General,,,Total,1510
Livingston,"Unadilla Township, Precinct 1",Attorney General,,DEM,Dana Nessel,685
Livingston,"Unadilla Township, Precinct 1",Attorney General,,REP,Matthew DePerno,983
Livingston,"Unadilla Township, Precinct 1",Attorney General,,LIB,Joseph W. McHugh Jr.,37
Livingston,"Unadilla Township, Precinct 1",Attorney General,,UST,Gerald T. Van Sickle,20
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Cast Votes,1725
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Undervotes,34
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Overvotes,0
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Rejected,3
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Unassigned,0
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Absentee,0
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Election,1762
Livingston,"Unadilla Township, Precinct 1",Attorney General,,,Total,1762
